age,gender,height_cm,current_weight,bmi,goal,daily_water_ml,weekly_workouts,weekly_workout_duration,weekly_calories_burned,predicted_weight_after_30_days
30,Female,196,57.5,15.0,Muscle Gain,2854,4,156,2832,58.3
51,Male,179,117.5,36.7,General Fitness,4681,3,300,2187,117.1
21,Female,186,134.7,38.9,Maintenance,1722,3,291,2511,134.6
45,Male,177,50.0,16.0,Maintenance,2981,4,284,3460,50.3
55,Male,195,55.6,14.6,General Fitness,4631,2,112,410,56.4
48,Male,163,136.0,51.2,Weight Loss,2853,1,36,621,134.8
44,Female,199,43.8,11.1,Maintenance,4345,6,312,3900,43.9
22,Male,167,137.8,49.4,Maintenance,2729,4,416,2504,138.4
42,Male,157,40.5,16.4,Weight Loss,3811,4,148,2356,40.7
20,Male,188,127.4,36.0,Muscle Gain,4866,5,185,2665,128.0
50,Male,145,70.7,33.6,General Fitness,3309,0,0,0,69.9
21,Female,195,133.9,35.2,Weight Loss,3534,7,700,3759,130.4
42,Male,173,71.7,24.0,General Fitness,3501,1,115,287,71.4
37,Female,168,105.4,37.3,General Fitness,3490,2,62,936,104.7
51,Female,160,48.0,18.7,Maintenance,4333,5,585,1320,47.6
43,Female,169,64.2,22.5,Weight Loss,3590,6,480,5262,60.7
22,Female,199,117.4,29.6,General Fitness,2128,4,380,1052,118.0
52,Male,167,92.9,33.3,Muscle Gain,3023,6,246,2814,92.7
45,Female,172,132.8,44.9,General Fitness,1349,6,456,5136,133.0
46,Female,191,82.9,22.7,Maintenance,1823,6,504,3456,83.3
26,Female,160,127.0,49.6,Muscle Gain,1437,5,275,4900,127.4
55,Female,187,84.9,24.3,Muscle Gain,3004,7,518,3696,85.5
23,Male,200,137.9,34.5,Weight Loss,1168,2,182,1434,136.1
36,Male,182,136.0,41.1,Muscle Gain,4819,5,495,4160,136.4
28,Female,155,72.9,30.3,Weight Loss,4857,5,580,3100,69.5
19,Female,147,128.6,59.5,Weight Loss,4414,7,217,3584,125.7
26,Female,159,124.8,49.4,Muscle Gain,4301,5,275,2540,126.8
38,Male,145,61.1,29.1,Weight Loss,1022,4,172,3372,57.4
41,Male,151,102.4,44.9,Weight Loss,4035,4,444,1552,100.8
51,Male,145,47.3,22.5,Muscle Gain,3723,0,0,0,48.0
39,Male,193,123.7,33.2,Maintenance,1280,3,183,723,123.4
20,Male,176,57.5,18.6,General Fitness,4590,1,91,789,56.9
29,Female,153,47.1,20.1,Weight Loss,3769,0,0,0,47.5
45,Male,173,80.0,26.7,Weight Loss,3300,2,118,1712,78.5
47,Male,170,97.7,33.8,Muscle Gain,1403,5,210,3220,98.6
43,Female,167,125.5,45.0,General Fitness,3180,4,276,2292,125.2
38,Male,189,137.4,38.5,General Fitness,4345,5,300,2425,137.2
45,Male,187,83.9,24.0,Weight Loss,3665,4,264,1480,82.5
43,Male,173,46.0,15.4,Muscle Gain,1231,6,444,4824,47.4
50,Female,196,114.9,29.9,Maintenance,3592,1,115,462,114.3
38,Male,182,96.5,29.1,General Fitness,1078,0,0,0,96.3
52,Female,177,84.8,27.1,Maintenance,2058,0,0,0,84.6
51,Female,151,70.9,31.1,Muscle Gain,3542,2,180,694,71.0
58,Male,156,90.2,37.1,Maintenance,2133,6,288,3834,89.0
35,Male,175,73.9,24.1,Muscle Gain,2344,0,0,0,74.6
28,Male,176,115.7,37.4,Weight Loss,4646,0,0,0,115.3
40,Male,198,94.4,24.1,Maintenance,3375,3,135,1845,94.3
39,Female,164,127.7,47.5,Weight Loss,4014,7,686,1568,126.2
34,Male,199,94.4,23.8,Weight Loss,4880,1,73,826,93.4
22,Female,195,63.8,16.8,Muscle Gain,3737,5,475,1465,64.6
28,Female,161,125.1,48.3,Maintenance,3431,7,273,3528,125.7
47,Female,180,95.7,29.5,General Fitness,2387,0,0,0,95.8
32,Female,147,60.7,28.1,Maintenance,4303,2,96,964,60.2
44,Female,145,102.4,48.7,General Fitness,2639,5,565,1770,101.0
52,Male,194,75.8,20.1,Weight Loss,2437,4,472,3540,72.8
50,Female,171,124.4,42.5,Weight Loss,4365,6,660,5304,120.4
37,Female,197,85.3,22.0,Muscle Gain,1546,6,480,5190,86.5
33,Male,191,112.6,30.9,General Fitness,2729,0,0,0,113.4
51,Male,184,49.6,14.7,Maintenance,4245,0,0,0,48.6
19,Female,177,79.6,25.4,Muscle Gain,3439,5,225,2700,80.7
52,Female,164,138.3,51.4,Muscle Gain,4173,7,574,5621,139.4
57,Male,158,120.8,48.4,Muscle Gain,4907,4,256,3928,121.2
45,Female,180,56.0,17.3,Maintenance,2316,3,264,2799,56.5
56,Male,149,67.8,30.5,Muscle Gain,2108,1,68,672,68.6
23,Male,167,73.0,26.2,Maintenance,1908,3,288,921,72.9
26,Female,189,105.0,29.4,Muscle Gain,2224,7,714,3710,106.5
37,Male,200,115.7,28.9,General Fitness,1684,2,180,1478,115.4
18,Female,159,115.0,45.5,Weight Loss,3588,5,395,3190,111.7
25,Female,150,91.0,40.4,General Fitness,3344,0,0,0,91.3
40,Female,177,121.1,38.7,General Fitness,3103,3,225,2733,120.7
20,Male,199,83.7,21.1,Muscle Gain,4543,1,81,865,85.5
21,Female,163,52.4,19.7,General Fitness,4087,2,116,1166,52.9
42,Male,157,96.4,39.1,General Fitness,2675,6,204,4686,96.7
55,Female,173,135.2,45.2,General Fitness,3113,7,672,2513,135.4
32,Female,150,119.3,53.0,Muscle Gain,1957,3,309,1893,120.8
38,Male,159,97.9,38.7,Maintenance,2682,0,0,0,98.1
52,Female,160,104.7,40.9,Weight Loss,4741,1,110,814,103.7
31,Female,168,133.1,47.2,Weight Loss,4983,0,0,0,132.7
53,Male,167,82.8,29.7,Maintenance,4543,0,0,0,83.7
29,Male,192,73.1,19.8,Maintenance,2932,2,62,776,73.5
34,Male,154,137.7,58.1,General Fitness,2604,1,97,617,138.1
56,Female,198,126.3,32.2,Weight Loss,4094,4,364,2168,123.9
26,Male,185,72.3,21.1,Maintenance,1701,6,654,3360,72.3
52,Male,185,86.4,25.2,General Fitness,3807,7,609,2156,87.2
30,Female,193,81.5,21.9,Weight Loss,3533,0,0,0,80.5
32,Male,161,54.9,21.2,Muscle Gain,4486,7,686,3969,56.2
35,Female,193,135.8,36.5,Muscle Gain,1820,1,87,454,135.9
50,Female,200,80.4,20.1,Weight Loss,1887,0,0,0,80.0
23,Male,188,127.5,36.1,Weight Loss,4728,3,129,2712,125.6
44,Female,189,58.9,16.5,Muscle Gain,2919,3,132,810,58.8
40,Male,174,94.8,31.3,Muscle Gain,2328,1,35,468,95.1
44,Male,188,42.4,12.0,Weight Loss,3224,6,270,4200,40.1
51,Male,190,116.4,32.2,General Fitness,3242,2,232,816,116.4
55,Male,154,98.1,41.4,Maintenance,4993,4,300,2708,98.6
31,Female,199,102.6,25.9,Maintenance,4084,3,276,1125,102.9
53,Female,163,45.2,17.0,Weight Loss,1875,2,82,876,43.3
25,Male,173,61.1,20.4,Maintenance,1165,4,280,3236,61.6
52,Male,146,47.4,22.2,Muscle Gain,2173,3,144,1923,49.7
36,Female,180,68.9,21.3,Muscle Gain,4412,4,420,3200,70.3
47,Male,163,102.7,38.7,Maintenance,4996,5,530,4815,103.2
31,Female,151,96.6,42.4,Weight Loss,1556,0,0,0,95.3
37,Male,170,101.2,35.0,Muscle Gain,2197,1,49,298,101.7
42,Female,159,94.9,37.5,General Fitness,3214,3,114,1584,95.3
57,Female,191,67.3,18.4,General Fitness,1708,3,150,1575,67.0
41,Female,200,64.5,16.1,Muscle Gain,1717,7,259,4508,64.2
31,Male,182,53.7,16.2,Muscle Gain,4665,0,0,0,55.2
43,Male,147,124.9,57.8,Maintenance,2603,3,198,1482,124.3
55,Male,182,101.6,30.7,Weight Loss,3144,3,174,1923,98.9
40,Male,160,58.7,22.9,Maintenance,3726,5,560,4970,58.0
39,Male,146,57.7,27.1,Weight Loss,3451,3,192,690,56.0
36,Female,175,127.3,41.6,General Fitness,2100,3,201,990,126.7
20,Female,172,114.3,38.6,General Fitness,3019,3,357,2781,115.4
59,Female,151,105.9,46.4,Weight Loss,2260,2,208,1452,103.0
36,Female,174,80.7,26.7,Maintenance,4779,3,192,1911,79.8
26,Female,187,66.2,18.9,Muscle Gain,1290,0,0,0,66.4
45,Female,151,137.9,60.5,Weight Loss,3183,5,160,2330,136.0
37,Female,180,119.7,36.9,Maintenance,4891,3,123,1455,119.4
24,Male,173,70.2,23.5,General Fitness,4879,4,244,1960,70.7
31,Female,168,124.8,44.2,Muscle Gain,3936,5,380,2835,125.0
26,Male,196,115.9,30.2,General Fitness,3928,5,460,3425,117.2
36,Female,183,69.7,20.8,Weight Loss,3414,4,220,3016,67.1
31,Female,148,82.7,37.8,General Fitness,3595,0,0,0,81.8
55,Male,173,58.6,19.6,General Fitness,3949,2,212,1340,59.2
53,Female,188,51.1,14.5,Weight Loss,3295,6,438,5796,46.3
57,Male,149,112.3,50.6,Muscle Gain,3813,7,469,2583,112.8
34,Female,199,66.8,16.9,Weight Loss,2237,6,348,5820,61.6
47,Male,173,122.0,40.8,Maintenance,4835,0,0,0,121.7
26,Female,174,139.6,46.1,Weight Loss,3117,2,162,554,138.2
50,Male,173,47.7,15.9,Weight Loss,1745,1,48,284,47.0
42,Male,170,87.3,30.2,Muscle Gain,4043,4,256,3440,88.0
31,Female,163,120.2,45.2,Maintenance,3376,7,539,2800,120.7
28,Female,170,118.9,41.1,General Fitness,4087,5,445,3940,119.4
52,Male,181,116.0,35.4,General Fitness,4558,5,300,2800,114.6
58,Female,171,74.9,25.6,General Fitness,2197,5,160,4805,75.3
31,Male,174,85.4,28.2,General Fitness,1698,4,256,3056,84.8
47,Female,195,99.5,26.2,Muscle Gain,3853,4,468,2004,101.5
58,Male,197,137.4,35.4,Maintenance,4808,7,567,3444,138.1
21,Female,174,72.8,24.0,Muscle Gain,3321,6,600,2958,74.4
21,Male,147,132.3,61.2,Weight Loss,1523,6,480,1848,130.0
45,Female,187,66.9,19.1,Maintenance,2845,6,510,3384,67.2
25,Male,151,138.9,60.9,Maintenance,3266,2,100,1598,138.2
19,Male,193,107.0,28.7,General Fitness,2023,5,150,4385,106.8
58,Female,153,86.4,36.9,General Fitness,3560,0,0,0,86.3
39,Female,197,101.3,26.1,General Fitness,4470,2,70,932,101.8
58,Male,185,67.3,19.7,General Fitness,4182,5,555,1460,67.4
33,Male,186,67.4,19.5,Weight Loss,3010,4,364,3536,64.7
46,Male,157,51.4,20.9,General Fitness,1463,4,472,1052,50.4
47,Male,159,51.4,20.3,Muscle Gain,4860,4,432,2508,52.2
29,Female,198,74.8,19.1,Maintenance,2664,5,380,4185,74.3
52,Male,149,116.3,52.4,Weight Loss,4164,6,474,3402,112.9
28,Male,173,100.8,33.7,Weight Loss,1450,4,444,3764,97.2
38,Male,179,50.3,15.7,Maintenance,2419,1,60,304,50.6
38,Female,171,125.2,42.8,Maintenance,2915,4,372,1632,125.0
22,Male,171,100.1,34.2,Maintenance,1923,7,406,5411,99.9
37,Female,152,136.1,58.9,Weight Loss,4622,7,308,6657,131.3
54,Female,176,107.0,34.5,Muscle Gain,3980,5,435,3365,106.8
20,Female,164,57.5,21.4,Muscle Gain,3526,6,312,1560,58.3
50,Female,154,87.4,36.9,Maintenance,1315,2,134,1090,87.6
26,Female,157,104.8,42.5,Weight Loss,1670,4,280,844,102.5
26,Female,173,42.8,14.3,General Fitness,1697,6,624,3990,42.5
21,Female,179,41.5,13.0,Weight Loss,1992,6,264,5088,40.1
52,Male,198,52.9,13.5,Maintenance,2376,3,348,1182,52.1
34,Male,152,65.2,28.2,Weight Loss,3815,1,32,273,64.3
51,Female,173,83.0,27.7,Weight Loss,2262,7,784,4095,78.9
41,Male,175,88.7,29.0,Weight Loss,2127,5,150,1675,88.2
49,Male,185,53.8,15.7,General Fitness,1906,4,468,3016,54.7
18,Female,174,107.3,35.4,Maintenance,3925,3,312,1905,107.4
25,Male,166,99.6,36.1,Maintenance,2052,5,200,1190,99.7
40,Female,165,69.4,25.5,Maintenance,1088,2,178,1484,69.3
57,Male,156,41.4,17.0,Muscle Gain,3422,1,94,853,42.1
29,Female,155,47.8,19.9,Muscle Gain,4468,6,630,3114,48.5
29,Female,146,79.2,37.2,Maintenance,2586,4,132,3020,78.1
32,Male,194,55.4,14.7,Weight Loss,1363,2,108,1798,52.0
58,Male,185,77.7,22.7,Weight Loss,3194,5,505,2760,74.0
36,Female,146,102.8,48.2,Maintenance,1313,3,324,2139,103.2
43,Female,178,94.7,29.9,General Fitness,1547,5,360,3410,94.7
46,Female,147,63.1,29.2,General Fitness,1795,7,483,4305,62.9
39,Male,160,74.4,29.1,Weight Loss,4523,5,570,2845,70.7
57,Male,195,101.4,26.7,Weight Loss,3946,1,73,542,99.9
38,Male,148,126.1,57.6,Muscle Gain,2529,4,404,2096,126.2
55,Male,167,115.3,41.3,General Fitness,2509,2,176,1132,116.0
37,Female,194,95.3,25.3,Weight Loss,3148,1,52,535,93.8
46,Female,164,76.2,28.3,Weight Loss,1106,3,273,1485,74.8
21,Female,169,76.5,26.8,Maintenance,1856,6,312,1338,76.7
24,Female,174,127.9,42.2,Muscle Gain,3984,4,348,2564,128.9
45,Male,162,43.9,16.7,General Fitness,1290,6,504,1818,44.1
45,Female,186,138.8,40.1,General Fitness,2372,1,62,611,139.1
21,Female,155,106.4,44.3,Muscle Gain,1616,3,318,2319,107.7
39,Male,173,108.1,36.1,Weight Loss,2756,3,276,2592,105.3
29,Male,161,43.8,16.9,General Fitness,3635,2,178,1948,44.3
20,Female,170,100.6,34.8,General Fitness,2250,7,630,3451,100.9
39,Male,200,88.5,22.1,General Fitness,3643,5,545,2210,88.9
19,Female,167,50.6,18.1,Maintenance,1976,3,315,1623,50.5
41,Male,200,67.8,17.0,Muscle Gain,3036,7,630,5824,68.1
51,Male,196,129.0,33.6,General Fitness,2611,3,294,1116,129.0
44,Female,192,95.0,25.8,Muscle Gain,4832,5,590,3075,96.5
58,Male,164,81.3,30.2,Weight Loss,2790,0,0,0,80.1
18,Female,189,47.3,13.2,Muscle Gain,4121,3,96,1077,48.2
25,Male,146,111.4,52.3,Maintenance,1867,4,308,1824,112.4
40,Male,168,110.3,39.1,Maintenance,4017,6,234,5478,110.7
55,Male,175,101.4,33.1,Muscle Gain,3769,6,696,4536,103.0
23,Male,171,91.0,31.1,Maintenance,1157,1,110,775,90.1
39,Male,146,83.4,39.1,General Fitness,1327,5,355,1975,83.4
42,Female,158,99.3,39.8,Maintenance,4816,5,590,2950,99.8
35,Male,148,63.3,28.9,Weight Loss,4954,5,475,1345,60.5
34,Female,193,134.1,36.0,Muscle Gain,4148,4,300,3568,134.5
29,Male,157,98.9,40.1,Muscle Gain,3782,5,190,2230,100.0
23,Female,180,71.1,21.9,Weight Loss,3680,4,312,2112,68.8
43,Male,179,85.0,26.5,Weight Loss,2477,7,231,2499,82.3
44,Female,188,120.6,34.1,Weight Loss,4381,7,623,6279,115.4
25,Female,198,56.2,14.3,Weight Loss,3374,6,714,5652,51.3
36,Male,199,69.3,17.5,General Fitness,3555,2,116,1568,68.7
59,Male,152,108.0,46.7,Maintenance,4924,0,0,0,107.9
18,Male,146,71.5,33.5,Maintenance,1869,5,380,3425,71.1
46,Female,150,119.3,53.0,General Fitness,2130,6,636,2652,119.3
52,Female,175,53.0,17.3,Weight Loss,1240,0,0,0,52.2
57,Male,198,116.3,29.7,Muscle Gain,3482,6,552,3654,116.7
31,Male,154,46.8,19.7,Muscle Gain,4099,5,300,4630,46.9
52,Female,188,41.3,11.7,Muscle Gain,3751,4,320,856,41.9
37,Female,165,129.8,47.7,Weight Loss,4320,6,420,2076,126.8
30,Male,186,98.1,28.4,General Fitness,2387,1,65,689,98.0
55,Female,154,75.2,31.7,General Fitness,2748,0,0,0,74.8
25,Male,167,63.3,22.7,General Fitness,2556,0,0,0,63.2
60,Male,147,101.7,47.1,Maintenance,4543,4,176,3240,102.6
37,Male,176,90.9,29.3,Maintenance,2690,7,749,6230,91.1
50,Female,164,139.2,51.8,Maintenance,2562,0,0,0,139.6
43,Female,154,138.3,58.3,Maintenance,3636,2,118,746,138.7
56,Female,173,103.5,34.6,Muscle Gain,4889,4,236,3896,105.0
38,Female,185,84.3,24.6,Muscle Gain,1412,0,0,0,85.2
59,Male,196,89.1,23.2,General Fitness,2958,0,0,0,89.3
60,Female,195,108.2,28.5,Maintenance,1568,0,0,0,109.0
58,Male,190,50.2,13.9,General Fitness,2654,4,296,1376,50.7
26,Male,178,72.8,23.0,Weight Loss,4236,7,728,2247,70.7
41,Male,181,47.5,14.5,Maintenance,4036,1,76,226,47.4
54,Female,164,47.3,17.6,Maintenance,2599,3,357,795,47.6
58,Male,152,59.6,25.8,General Fitness,4119,6,510,1800,60.2
34,Male,151,88.5,38.8,General Fitness,4733,5,415,2935,88.5
41,Female,150,118.5,52.7,Weight Loss,3531,6,684,1758,116.9
38,Male,155,88.5,36.8,General Fitness,4229,0,0,0,88.5
56,Female,188,73.5,20.8,Maintenance,3715,6,564,2694,73.5
58,Female,162,48.2,18.4,Muscle Gain,1150,3,297,1023,49.2
56,Female,195,95.0,25.0,Weight Loss,3272,3,90,1398,93.9
30,Male,186,67.1,19.4,Weight Loss,2283,0,0,0,65.2
28,Female,173,101.5,33.9,Maintenance,4458,0,0,0,100.7
36,Female,169,137.7,48.2,Muscle Gain,1255,5,335,3440,138.9
28,Female,165,51.1,18.8,General Fitness,3108,7,518,4865,51.1
30,Female,190,61.2,17.0,General Fitness,4935,3,207,2037,61.1
18,Male,147,87.3,40.4,Muscle Gain,2795,1,44,842,88.2
57,Female,162,136.9,52.2,Muscle Gain,4904,3,237,2067,138.3
36,Male,168,117.2,41.5,Maintenance,3443,1,31,200,117.7
29,Female,191,129.8,35.6,General Fitness,2420,7,574,1456,129.3
25,Male,182,73.4,22.2,Maintenance,2185,6,330,3474,72.6
25,Female,154,139.2,58.7,General Fitness,3427,2,190,686,138.3
29,Male,171,50.3,17.2,General Fitness,4514,1,104,501,50.8
50,Female,156,45.3,18.6,Muscle Gain,1348,5,310,4245,45.0
43,Male,151,125.6,55.1,Maintenance,3078,4,444,2464,125.6
56,Male,161,132.7,51.2,Muscle Gain,3118,7,798,2646,132.5
45,Male,145,49.1,23.4,Maintenance,1396,6,528,2862,48.6
22,Female,194,51.3,13.6,General Fitness,4509,0,0,0,50.7
25,Male,170,43.3,15.0,Weight Loss,3049,7,350,3766,40.4
42,Male,159,50.5,20.0,Weight Loss,3976,2,156,1316,49.3
44,Male,195,60.9,16.0,Maintenance,3609,3,327,2703,60.2
40,Male,177,137.0,43.7,Maintenance,2158,1,100,530,136.9
47,Female,181,106.8,32.6,Muscle Gain,1145,2,230,938,108.3
40,Male,191,117.9,32.3,General Fitness,3226,6,600,2316,117.5
37,Male,175,117.6,38.4,Weight Loss,1263,4,380,3460,113.6
35,Male,179,93.5,29.2,Muscle Gain,2334,7,462,2597,93.9
35,Female,145,119.7,56.9,Maintenance,1203,1,43,603,119.4
19,Male,152,99.6,43.1,General Fitness,2834,5,505,3335,99.1
21,Male,156,71.5,29.4,Muscle Gain,3746,3,108,1338,72.4
47,Male,198,96.1,24.5,Muscle Gain,4101,3,201,2166,96.2
50,Male,163,93.4,35.2,Maintenance,3106,1,74,758,93.7
53,Female,169,122.3,42.8,General Fitness,4080,7,357,6839,121.0
35,Male,176,138.2,44.6,Weight Loss,1987,4,292,1240,136.9
54,Male,156,81.1,33.3,Muscle Gain,2347,7,770,3514,82.5
36,Female,157,116.3,47.2,Maintenance,3214,0,0,0,116.1
45,Female,172,50.0,16.9,Muscle Gain,2360,0,0,0,51.2
57,Female,145,117.7,56.0,Maintenance,3954,3,267,1473,116.9
37,Male,195,77.1,20.3,Maintenance,4450,6,192,2706,76.4
50,Female,150,43.9,19.5,Maintenance,3945,6,576,4722,44.3
29,Male,152,76.3,33.0,General Fitness,3838,4,404,1496,77.1
32,Female,148,101.1,46.2,Weight Loss,2726,3,252,924,99.6
58,Male,149,51.9,23.4,General Fitness,3289,0,0,0,52.0
56,Female,169,132.4,46.4,Weight Loss,4861,3,294,639,131.4
19,Male,166,47.8,17.3,Maintenance,2980,7,399,6244,48.3
46,Female,172,133.0,45.0,Weight Loss,2689,1,44,521,131.4
58,Male,183,110.7,33.1,General Fitness,1907,6,360,5898,110.9
27,Male,167,73.0,26.2,Muscle Gain,2183,6,528,1452,73.7
19,Male,148,79.1,36.1,General Fitness,3824,5,555,3300,79.6
28,Male,196,114.1,29.7,General Fitness,2258,1,83,301,113.6
30,Male,148,100.1,45.7,General Fitness,2476,5,485,4120,100.6
27,Male,191,107.2,29.4,General Fitness,4929,4,456,3616,107.5
31,Male,165,78.9,29.0,General Fitness,1198,0,0,0,78.8
35,Male,181,88.8,27.1,Weight Loss,2500,4,284,1392,87.4
26,Female,200,139.0,34.8,Weight Loss,2056,4,208,2148,137.2
56,Male,185,61.4,17.9,Muscle Gain,3455,0,0,0,63.0
45,Male,146,81.8,38.4,General Fitness,2112,2,188,618,81.7
20,Female,151,69.2,30.3,General Fitness,4678,2,236,1106,68.9
37,Male,193,116.5,31.3,Muscle Gain,3268,3,249,849,117.7
23,Female,160,116.4,45.5,Muscle Gain,4140,2,80,1508,117.7
44,Male,161,69.2,26.7,Maintenance,4365,1,92,265,69.6
19,Female,164,48.1,17.9,Muscle Gain,2260,6,306,3522,49.2
46,Female,167,41.1,14.7,Muscle Gain,4978,5,415,4100,42.2
55,Male,178,82.7,26.1,Muscle Gain,2183,6,708,4878,83.7
20,Female,155,81.0,33.7,Maintenance,2855,4,456,1336,81.8
33,Male,178,138.8,43.8,Weight Loss,3887,6,390,1710,136.9
47,Male,177,87.0,27.8,Maintenance,3835,3,261,849,86.9
57,Male,170,65.6,22.7,Weight Loss,2313,4,196,1704,63.6
19,Male,146,129.1,60.6,Muscle Gain,2902,0,0,0,130.7
34,Female,167,89.1,31.9,Maintenance,3601,7,595,1533,88.3
58,Male,185,99.9,29.2,Maintenance,4975,6,474,1404,100.2
29,Female,166,49.6,18.0,Weight Loss,1577,2,238,1908,47.5
52,Female,178,78.3,24.7,Maintenance,3580,7,665,4494,78.7
60,Male,159,134.4,53.2,Maintenance,1334,0,0,0,133.5
18,Male,154,99.0,41.7,General Fitness,2020,3,126,2802,98.8
32,Male,159,74.5,29.5,Weight Loss,4653,5,220,3025,71.8
43,Male,186,102.6,29.7,Maintenance,4844,1,102,707,102.4
54,Female,173,131.0,43.8,Maintenance,4573,2,112,1006,130.5
38,Male,167,67.4,24.2,Muscle Gain,3293,0,0,0,67.4
48,Female,161,90.5,34.9,General Fitness,2346,5,495,2420,91.0
42,Male,153,135.9,58.1,General Fitness,4818,7,553,5229,136.2
40,Male,194,57.2,15.2,Muscle Gain,2962,6,702,1368,58.5
41,Male,180,112.0,34.6,Muscle Gain,4855,2,192,1180,113.2
55,Male,153,101.4,43.3,Muscle Gain,1610,4,220,2460,102.3
45,Female,160,108.0,42.2,Muscle Gain,1328,1,65,966,109.3
38,Female,180,75.1,23.2,General Fitness,1546,6,300,2046,75.7
60,Male,192,71.4,19.4,Maintenance,1338,7,742,5915,71.9
35,Female,195,108.4,28.5,Maintenance,4242,5,405,4275,108.7
53,Female,177,61.6,19.7,Muscle Gain,4181,2,80,1080,62.9
52,Male,199,82.0,20.7,Weight Loss,4041,6,222,2664,79.9
26,Male,175,58.8,19.2,Muscle Gain,1806,1,86,965,59.1
55,Female,150,40.8,18.1,Maintenance,2033,5,375,1020,40.7
47,Female,154,137.0,57.8,Weight Loss,4273,4,428,2592,133.7
51,Female,160,83.2,32.5,Muscle Gain,4987,7,217,3255,84.0
49,Female,148,136.9,62.5,Weight Loss,4328,4,372,2760,133.9
20,Male,198,54.0,13.8,Muscle Gain,4333,0,0,0,54.8
20,Male,166,98.7,35.8,General Fitness,3740,7,658,3143,98.5
45,Female,157,60.1,24.4,Maintenance,1429,3,120,1470,61.1
32,Male,160,119.0,46.5,Muscle Gain,2530,0,0,0,120.4
58,Female,196,118.4,30.8,Weight Loss,4137,1,108,831,117.2
40,Female,173,51.3,17.1,Maintenance,1805,7,735,1946,51.5
57,Male,150,131.2,58.3,Muscle Gain,2696,0,0,0,132.8
28,Female,170,59.5,20.6,Muscle Gain,4650,5,420,3245,60.4
49,Female,155,101.3,42.2,Muscle Gain,3659,2,146,1510,101.9
53,Male,168,138.6,49.1,Muscle Gain,2612,5,575,4665,139.4
50,Male,173,128.2,42.8,General Fitness,3082,0,0,0,127.5
41,Female,147,135.7,62.8,Maintenance,2998,3,336,957,136.0
56,Female,196,74.3,19.3,General Fitness,1556,5,170,3820,74.6
51,Male,154,50.6,21.3,Maintenance,2685,5,270,3880,50.9
45,Female,145,58.8,28.0,Muscle Gain,1490,5,395,1875,59.4
54,Female,196,90.0,23.4,Maintenance,2603,3,306,807,90.1
24,Male,187,119.3,34.1,Weight Loss,1253,7,700,5824,114.5
21,Male,170,55.0,19.0,Maintenance,1016,5,555,2010,55.7
54,Male,156,106.0,43.6,Weight Loss,1260,1,31,379,104.6
18,Male,158,72.4,29.0,Weight Loss,4796,4,156,3168,69.7
18,Male,169,74.1,25.9,General Fitness,2848,3,93,2298,74.4
37,Male,152,106.2,46.0,Maintenance,2279,1,89,890,106.2
36,Female,187,86.7,24.8,Muscle Gain,3775,3,222,2427,87.6
46,Female,148,121.2,55.3,Maintenance,2886,3,111,927,121.0
27,Male,172,55.6,18.8,General Fitness,2447,7,609,4361,55.4
35,Male,151,119.0,52.2,Weight Loss,1500,4,144,3456,116.2
45,Female,154,46.4,19.6,Weight Loss,2015,2,232,1404,44.0
52,Female,195,59.4,15.6,General Fitness,3333,7,707,4235,58.7
60,Female,180,105.6,32.6,General Fitness,3054,7,350,5852,105.8
48,Male,146,125.5,58.9,Maintenance,4568,1,76,290,125.8
44,Male,170,65.3,22.6,Weight Loss,4963,3,90,1479,62.9
28,Female,197,72.7,18.7,General Fitness,2222,6,246,3552,72.7
55,Male,194,93.7,24.9,Maintenance,4674,3,312,708,94.1
22,Male,158,61.2,24.5,Maintenance,3706,0,0,0,61.1
25,Male,160,121.1,47.3,Muscle Gain,3984,5,165,4305,121.4
51,Female,198,117.4,29.9,Weight Loss,3039,2,126,1030,115.4
29,Female,187,54.5,15.6,Maintenance,4489,4,464,1484,54.3
55,Male,186,86.4,25.0,General Fitness,2685,6,366,3630,85.6
18,Male,161,117.5,45.3,Weight Loss,3099,1,32,461,116.3
48,Male,190,73.7,20.4,General Fitness,3290,3,291,2049,73.2
21,Male,166,103.3,37.5,General Fitness,2242,5,430,1130,103.1
22,Male,148,45.0,20.5,Maintenance,3565,1,105,694,43.7
47,Female,163,100.9,38.0,Maintenance,4017,7,371,1778,100.0
41,Male,146,55.3,25.9,Muscle Gain,1108,4,248,1792,54.8
20,Male,183,123.1,36.8,General Fitness,4422,2,64,944,123.0
28,Male,153,75.5,32.3,Maintenance,1920,0,0,0,74.6
21,Female,163,68.2,25.7,Muscle Gain,1065,7,413,6839,69.5
43,Female,160,124.1,48.5,Weight Loss,4081,2,198,780,122.6
44,Male,198,45.0,11.5,Muscle Gain,1201,7,546,5418,46.1
60,Female,169,79.7,27.9,Muscle Gain,2817,0,0,0,81.0
44,Female,192,77.0,20.9,General Fitness,3948,1,101,701,76.6
59,Female,162,68.5,26.1,Weight Loss,1213,2,222,1630,67.4
23,Female,167,131.2,47.0,General Fitness,3115,7,315,4144,130.8
32,Female,197,115.1,29.7,General Fitness,3806,2,164,1214,115.5
47,Female,165,46.4,17.0,Muscle Gain,3913,2,70,1998,47.0
59,Male,155,111.5,46.4,Muscle Gain,1326,4,212,3880,112.5
54,Female,183,92.7,27.7,Maintenance,2073,1,118,872,92.4
54,Female,185,130.1,38.0,Muscle Gain,2040,6,342,5292,131.5
